1,6,0.13378003
1,49,0.12586832
1,40,0.11483117
1,58,0.10985193
1,37,0.10676112
1,29,0.10526155
1,42,0.10520167
1,51,0.10325783
19,6,0.22397569
19,7,0.16736062
19,8,0.11584189
19,31,0.10080298
19,33,0.098433636
19,38,0.096430294
19,40,0.0803279
19,37,0.07784457
22,58,0.16370027
22,33,0.12686393
22,42,0.12648673
22,44,0.11920289
22,41,0.10276386
22,6,0.10096421
22,57,0.09437243
22,31,0.08910503
25,33,0.19064079
25,34,0.17212692
25,10,0.12720272
25,35,0.097074814
25,8,0.0947552
25,11,0.08595213
25,36,0.082038015
25,31,0.077320546
28,33,0.19309695
28,31,0.1463429
28,34,0.12664644
28,6,0.10040249
28,58,0.09154481
28,44,0.08777797
28,45,0.08345928
28,35,0.078166395
46,6,0.24164829
46,33,0.18943183
46,31,0.16764845
46,34,0.12586823
46,7,0.12518792
46,49,0.10390849
46,30,0.10354339
46,46,0.103218526
64,8,0.17351203
64,42,0.16896263
64,43,0.13335778
64,58,0.11102931
64,7,0.11062318
64,34,0.107620426
64,24,0.09374454
64,35,0.09204864
67,33,0.17619824
67,58,0.110328436
67,37,0.107933976
67,27,0.10448147
67,36,0.09280287
67,56,0.079470105
67,11,0.0794667
67,28,0.076972924
