2,58,0.14896345
2,54,0.11772896
2,37,0.11047891
2,6,0.10668074
2,57,0.10161381
2,47,0.09721399
2,56,0.095688
2,31,0.091823995
20,37,0.16434129
20,36,0.1439617
20,6,0.14111215
20,58,0.13874277
20,18,0.10517716
20,57,0.09503239
20,35,0.09174359
20,15,0.08156807
23,58,0.16456722
23,42,0.09706368
23,33,0.093633704
23,50,0.08900322
23,6,0.07896512
23,34,0.0783642
23,36,0.07414085
23,40,0.07231407
26,6,0.16577998
26,37,0.08749116
26,38,0.08411092
26,7,0.079097316
26,40,0.07745363
26,39,0.07414204
26,36,0.06891904
26,17,0.05903411
29,33,0.1942292
29,34,0.115107045
29,6,0.105024844
29,7,0.09367769
29,31,0.088376924
29,13,0.08357096
29,43,0.082332306
29,58,0.08057138
47,33,0.18802696
47,58,0.17935878
47,31,0.17912517
47,49,0.15729155
47,43,0.13008842
47,50,0.12274741
47,39,0.114772685
47,38,0.112644
65,6,0.30440786
65,58,0.20052765
65,34,0.18334538
65,36,0.15681222
65,33,0.14350007
65,35,0.11034463
65,57,0.094199695
65,7,0.091720484
68,58,0.18013011
68,10,0.14326833
68,9,0.14205402
68,29,0.10608502
68,27,0.09113819
68,8,0.09040685
68,57,0.077194974
68,26,0.07680271
