32,6,0.3815355
32,43,0.20921575
32,7,0.20557049
32,44,0.20168433
32,45,0.18571706
32,46,0.18318489
32,58,0.17958222
32,26,0.16853446
38,58,0.36041275
38,6,0.31349292
38,49,0.28997293
38,57,0.28943223
38,56,0.21956816
38,48,0.21033563
38,17,0.20725685
38,50,0.20709522
39,58,0.4721582
39,44,0.32299432
39,43,0.29225302
39,45,0.24475832
39,46,0.2265528
39,57,0.22585416
39,47,0.2201569
39,12,0.17891808
40,6,0.5437319
40,58,0.39128375
40,7,0.32782334
40,48,0.23807508
40,47,0.23567894
40,8,0.22557633
40,57,0.21628897
40,16,0.17910312
41,58,0.67307925
41,57,0.50252205
41,56,0.25904578
41,6,0.24935566
41,45,0.20411433
41,47,0.2021558
41,46,0.1984673
41,24,0.19037077
