31,58,0.34609678
31,6,0.29369643
31,57,0.19734405
31,18,0.1924191
31,29,0.16634694
31,19,0.16374692
31,33,0.16366841
31,7,0.15605694
34,58,0.99952966
34,57,0.5394564
34,56,0.2820846
34,55,0.17881212
34,26,0.17201987
34,33,0.13826492
34,6,0.13663866
34,45,0.13470468
35,58,0.9073008
35,57,0.743244
35,56,0.52671117
35,34,0.3642725
35,33,0.23771559
35,31,0.23274247
35,16,0.231892
35,37,0.22085583
36,50,0.2765089
36,49,0.26736447
36,6,0.21700954
36,48,0.20481777
36,58,0.1874366
36,11,0.18436949
36,41,0.17316137
36,53,0.16874251
37,58,0.67872673
37,57,0.31355256
37,56,0.2710075
37,47,0.24769826
37,45,0.24255617
37,29,0.22028667
37,31,0.20311223
37,30,0.19657873
