33,58,0.32798493
33,39,0.21359114
33,40,0.2036493
33,6,0.15492074
33,45,0.13031568
33,46,0.13021849
33,52,0.12827505
33,16,0.122309595
42,13,0.33011562
42,38,0.32120815
42,58,0.27337813
42,37,0.2723021
42,57,0.24968639
42,36,0.19852424
42,15,0.19528991
42,49,0.16571714
43,29,0.36506048
43,28,0.33076605
43,47,0.31207994
43,30,0.2973996
43,49,0.28131264
43,48,0.28026158
43,37,0.26538596
43,42,0.24499737
44,58,0.45849267
44,40,0.36344025
44,41,0.21969925
44,39,0.20259914
44,28,0.2008385
44,49,0.198489
44,48,0.17463775
44,47,0.16862772
45,41,0.3250871
45,57,0.26020575
45,16,0.2519502
45,29,0.23463161
45,34,0.22177942
45,46,0.22010036
45,31,0.2171958
45,42,0.21167482
