,precision,recall,f1-score,support
71,0.8699517544487552,0.859213279791867,0.8645491730393029,70724.0
72,0.8795506523021158,0.8549677022454629,0.8670849728809954,71522.0
73,0.8428636811228382,0.8778292961245685,0.859991226456479,69231.0
accuracy,0.863871721274654,0.863871721274654,0.863871721274654,0.863871721274654
macro avg,0.8641220292912363,0.8640034260539662,0.8638751241255923,211477.0
weighted avg,0.8643303297446101,0.863871721274654,0.8639146561717572,211477.0
