,precision,recall,f1-score,support
28,0.5875800256081947,0.6216472500677324,0.6041337546076883,14764.0
29,0.5117921631249233,0.5808182895378825,0.5441248489993143,14347.0
30,0.46816941093598663,0.3758128357364999,0.4169378553224858,14148.0
accuracy,0.5277052174114057,0.5277052174114057,0.5277052174114057,0.5277052174114057
macro avg,0.5225138665563681,0.5260927917807049,0.5217321529764961,43259.0
weighted avg,0.5233910744204674,0.5277052174114057,0.523008547093636,43259.0
