,precision,recall,f1-score,support
28,0.514575411913815,0.6324844215659713,0.5674698429096655,14764.0
29,0.4744421781321466,0.5350247438488883,0.5029155474022147,14347.0
30,0.4091570580991828,0.25834040147017245,0.31671071444044885,14148.0
accuracy,0.47779652789015004,0.47779652789015004,0.47779652789015004,0.47779652789015004
macro avg,0.46605821604838144,0.4752831889616773,0.4623653682507763,43259.0
weighted avg,0.4667876596579836,0.47779652789015004,0.4640485750295047,43259.0
