,precision,recall,f1-score,support
28,0.6394473143710712,0.6958818748306692,0.6664720573448802,14764.0
29,0.5657086223984142,0.5967798145953858,0.5808289803948171,14347.0
30,0.5469022144812142,0.4660729431721798,0.5032627361190611,14148.0
accuracy,0.5878545504981623,0.5878545504981623,0.5878545504981623,0.5878545504981623
macro avg,0.5840193837502333,0.5862448775327449,0.5835212579529195,43259.0
weighted avg,0.5847244338843884,0.5878545504981623,0.5846900766771477,43259.0
