,precision,recall,f1-score,support
71,0.8832818841822443,0.8738900514676772,0.8785608688235629,70724.0
72,0.8909713074852529,0.8700679511199352,0.8803955689486864,71522.0
73,0.858821395180084,0.8889659256691367,0.8736337052494109,69231.0
accuracy,0.8775327813426519,0.8775327813426519,0.8775327813426519,0.8775327813426519
macro avg,0.8776915289491938,0.8776413094189164,0.8775300476738868,211477.0
weighted avg,0.8778748603421539,0.8775327813426519,0.8775683682724248,211477.0
