,precision,recall,f1-score,support
71,0.7852986479548177,0.7785475934619083,0.7819085487077535,70724.0
72,0.8305952506437381,0.7712172478398255,0.799805699951425,71522.0
73,0.7535089123705838,0.8157761696349901,0.7834071977972438,69231.0
accuracy,0.788255933269339,0.788255933269339,0.788255933269339,0.788255933269339
macro avg,0.7898009369897133,0.7885136703122413,0.7883738154854741,211477.0
weighted avg,0.7902110896543163,0.788255933269339,0.788452016916421,211477.0
