,precision,recall,f1-score,support
28,0.6027762039660056,0.7206041723110268,0.6564447460973654,14764.0
29,0.5549625025336126,0.5725238725866034,0.5636064223960477,14347.0
30,0.5618985936343449,0.42924795024031664,0.48669658599134474,14148.0
accuracy,0.5762037957419265,0.5762037957419265,0.5762037957419265,0.5762037957419265
macro avg,0.5732124333779877,0.574125331712649,0.568915918161586,43259.0
weighted avg,0.5735494625844925,0.5762037957419265,0.5701378874246549,43259.0
