28,6,0.24983186
28,45,0.18025406
28,53,0.15114224
28,43,0.12796932
28,52,0.122260556
28,13,0.1150735
28,7,0.11443104
28,44,0.11393593
29,6,0.1309479
29,27,0.089291416
29,13,0.08491413
29,33,0.0805086
29,21,0.07481816
29,36,0.072712876
29,42,0.06810229
29,41,0.06773953
30,6,0.1890105
30,58,0.12818465
30,26,0.08872303
30,7,0.08233574
30,13,0.0765572
30,57,0.07527489
30,45,0.07237984
30,28,0.06988105
31,58,0.19892187
31,6,0.19265808
31,57,0.12160496
31,33,0.11170404
31,7,0.10024828
31,47,0.09531933
31,37,0.081995785
31,48,0.08164214
32,58,0.14624445
32,27,0.14053641
32,6,0.11330754
32,26,0.11106312
32,28,0.07406422
32,47,0.072893165
32,8,0.06960495
32,9,0.06811831
33,43,0.20117673
33,58,0.18750148
33,6,0.18175063
33,42,0.14739257
33,38,0.13144079
33,41,0.12775664
33,52,0.120715894
33,44,0.11915275
34,58,0.79012895
34,57,0.5337601
34,56,0.4524139
34,55,0.32316655
34,19,0.22702396
34,26,0.21917242
34,33,0.2147074
34,39,0.21274291
35,58,0.5741005
35,57,0.38616243
35,6,0.37912288
35,34,0.356867
35,42,0.35395727
35,56,0.3203248
35,40,0.28793353
35,33,0.23605046
36,49,0.3946233
36,50,0.37981975
36,6,0.3599249
36,47,0.3128766
36,48,0.29730555
36,52,0.2937188
36,11,0.2624749
36,51,0.25652182
37,58,0.5983015
37,46,0.42758614
37,57,0.3658614
37,45,0.31799564
37,44,0.31608528
37,47,0.30404648
37,48,0.25585982
37,56,0.25553778
38,6,0.46221614
38,58,0.37019604
38,43,0.36393616
38,18,0.31525356
38,42,0.25149208
38,17,0.23137535
38,19,0.2221594
38,37,0.21665093
39,58,0.478773
39,6,0.4450553
39,40,0.2549476
39,37,0.23220362
39,38,0.2082175
39,7,0.20321779
39,24,0.1995755
39,39,0.19470374
40,47,0.4372401
40,23,0.4261216
40,24,0.3719774
40,45,0.35662022
40,6,0.31735772
40,58,0.29454768
40,22,0.2941446
40,44,0.26038802
41,58,0.8277947
41,57,0.47981748
41,24,0.47368282
41,45,0.3514275
41,23,0.32196942
41,6,0.31571922
41,43,0.28142697
41,56,0.2719684
42,58,0.4749079
42,37,0.33570522
42,57,0.32040805
42,13,0.3036176
42,36,0.27237406
42,39,0.2638316
42,38,0.25542048
42,15,0.21685171
43,49,0.36526328
43,48,0.34688118
43,47,0.3286741
43,58,0.30961618
43,31,0.29383796
43,37,0.28209674
43,50,0.27748778
43,29,0.25292173
44,58,0.4136723
44,40,0.2545676
44,41,0.24999568
44,42,0.24670017
44,9,0.22929727
44,43,0.21623412
44,47,0.20410615
44,48,0.1952132
45,58,0.52565295
45,42,0.42128828
45,41,0.3808615
45,40,0.3646418
45,57,0.33291852
45,52,0.25324932
45,56,0.2222789
45,39,0.21220136
