3,6,0.22247262
3,21,0.1475071
3,58,0.12620862
3,39,0.11259852
3,40,0.1014684
3,30,0.10032391
3,29,0.09298636
3,38,0.09131706
21,6,0.14016429
21,7,0.09207804
21,23,0.083226845
21,58,0.08290441
21,28,0.0548889
21,17,0.05432293
21,19,0.05301907
21,51,0.052518416
24,6,0.20919478
24,37,0.15503308
24,7,0.1513466
24,38,0.103062205
24,31,0.08720939
24,18,0.076236434
24,40,0.07406314
24,36,0.07309813
27,33,0.18620275
27,6,0.16790543
27,34,0.117851615
27,35,0.104889266
27,36,0.09999825
27,10,0.090239406
27,8,0.09020248
27,7,0.08859785
30,33,0.27634454
30,34,0.14654265
30,31,0.11396096
30,20,0.107807025
30,35,0.10403363
30,58,0.08989167
30,22,0.07301628
30,7,0.071635425
48,33,0.22128111
48,58,0.15868503
48,49,0.15680595
48,34,0.14057446
48,6,0.13475709
48,51,0.13037957
48,41,0.09624667
48,50,0.09608734
66,33,0.25718495
66,34,0.21534882
66,6,0.17362621
66,35,0.13195783
66,31,0.121129006
66,10,0.09420109
66,41,0.07169373
66,36,0.07040186
69,58,0.19726542
69,10,0.13399099
69,9,0.11803188
69,57,0.11050092
69,20,0.093003325
69,8,0.08625024
69,6,0.08522377
69,19,0.08467105
